Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
RR,CSK,RR,5 wickets,Jaipur,"May 12, 2013",Twenty20
KKR,RCB,KKR,5 wickets,Ranchi,"May 12, 2013",Twenty20
Kings XI,SRH,SRH,30 runs,Mohali,"May 11, 2013",Twenty20
Warriors,MI,MI,5 wickets,Pune,"May 11, 2013",Twenty20
Daredevils,RCB,RCB,4 runs,Delhi,"May 10, 2013",Twenty20
Warriors,KKR,KKR,46 runs,Pune,"May 9, 2013",Twenty20
Kings XI,RR,RR,8 wickets,Mohali,"May 9, 2013",Twenty20
SRH,CSK,CSK,77 runs,Hyderabad,"May 8, 2013",Twenty20
MI,KKR,MI,65 runs,Wankhede,"May 7, 2013",Twenty20
RR,Daredevils,RR,9 wickets,Jaipur,"May 7, 2013",Twenty20
Kings XI,RCB,Kings XI,6 wickets,Mohali,"May 6, 2013",Twenty20
RR,Warriors,RR,5 wickets,Jaipur,"May 5, 2013",Twenty20
MI,CSK,MI,60 runs,Wankhede,"May 5, 2013",Twenty20
SRH,Daredevils,SRH,6 wickets,Hyderabad,"May 4, 2013",Twenty20
KKR,RR,KKR,8 wickets,Eden Gardens,"May 3, 2013",Twenty20
Warriors,RCB,RCB,17 runs,Pune,"May 2, 2013",Twenty20
CSK,Kings XI,CSK,15 runs,Chennai,"May 2, 2013",Twenty20
Daredevils,KKR,Daredevils,7 wickets,Raipur,"May 1, 2013",Twenty20
SRH,MI,SRH,7 wickets,Hyderabad,"May 1, 2013",Twenty20
Warriors,CSK,CSK,37 runs,Pune,"Apr 30, 2013",Twenty20
MI,Kings XI,MI,4 runs,Wankhede,"Apr 29, 2013",Twenty20
RR,RCB,RR,4 wickets,Jaipur,"Apr 29, 2013",Twenty20
Daredevils,Warriors,Daredevils,15 runs,Raipur,"Apr 28, 2013",Twenty20
CSK,KKR,CSK,14 runs,Chennai,"Apr 28, 2013",Twenty20
MI,RCB,MI,58 runs,Wankhede,"Apr 27, 2013",Twenty20
RR,SRH,RR,8 wickets,Jaipur,"Apr 27, 2013",Twenty20
KKR,Kings XI,KKR,6 wickets,Eden Gardens,"Apr 26, 2013",Twenty20
CSK,SRH,CSK,5 wickets,Chennai,"Apr 25, 2013",Twenty20
KKR,MI,MI,5 wickets,Eden Gardens,"Apr 24, 2013",Twenty20
Daredevils,Kings XI,Kings XI,5 wickets,Delhi,"Apr 23, 2013",Twenty20
RCB,Warriors,RCB,130 runs,Bengaluru,"Apr 23, 2013",Twenty20
CSK,RR,CSK,5 wickets,Chennai,"Apr 22, 2013",Twenty20
Kings XI,Warriors,Kings XI,7 wickets,Mohali,"Apr 21, 2013",Twenty20
Daredevils,MI,Daredevils,9 wickets,Delhi,"Apr 21, 2013",Twenty20
RCB,RR,RCB,7 wickets,Bengaluru,"Apr 20, 2013",Twenty20
KKR,CSK,CSK,4 wickets,Eden Gardens,"Apr 20, 2013",Twenty20
SRH,Kings XI,SRH,5 wickets,Hyderabad,"Apr 19, 2013",Twenty20
Daredevils,CSK,CSK,86 runs,Delhi,"Apr 18, 2013",Twenty20
RR,MI,RR,87 runs,Jaipur,"Apr 17, 2013",Twenty20
Warriors,SRH,SRH,11 runs,Pune,"Apr 17, 2013",Twenty20
RCB,Daredevils,tied,-,Bengaluru,"Apr 16, 2013",Twenty20
Kings XI,KKR,Kings XI,4 runs,Mohali,"Apr 16, 2013",Twenty20
CSK,Warriors,Warriors,24 runs,Chennai,"Apr 15, 2013",Twenty20
RR,Kings XI,RR,6 wickets,Jaipur,"Apr 14, 2013",Twenty20
KKR,SRH,KKR,48 runs,Eden Gardens,"Apr 14, 2013",Twenty20
CSK,RCB,CSK,4 wickets,Chennai,"Apr 13, 2013",Twenty20
MI,Warriors,MI,41 runs,Wankhede,"Apr 13, 2013",Twenty20
Daredevils,SRH,SRH,3 wickets,Delhi,"Apr 12, 2013",Twenty20
Warriors,RR,Warriors,7 wickets,Pune,"Apr 11, 2013",Twenty20
RCB,KKR,RCB,8 wickets,Bengaluru,"Apr 11, 2013",Twenty20
Kings XI,CSK,CSK,10 wickets,Mohali,"Apr 10, 2013",Twenty20
MI,Daredevils,MI,44 runs,Wankhede,"Apr 9, 2013",Twenty20
RCB,SRH,RCB,7 wickets,Bengaluru,"Apr 9, 2013",Twenty20
RR,KKR,RR,19 runs,Jaipur,"Apr 8, 2013",Twenty20
SRH,RCB,tied,-,Hyderabad,"Apr 7, 2013",Twenty20
Warriors,Kings XI,Kings XI,8 wickets,Pune,"Apr 7, 2013",Twenty20
CSK,MI,MI,9 runs,Chennai,"Apr 6, 2013",Twenty20
Daredevils,RR,RR,5 runs,Delhi,"Apr 6, 2013",Twenty20
SRH,Warriors,SRH,22 runs,Hyderabad,"Apr 5, 2013",Twenty20
RCB,MI,RCB,2 runs,Bengaluru,"Apr 4, 2013",Twenty20
KKR,Daredevils,KKR,6 wickets,Eden Gardens,"Apr 3, 2013",Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
Kings XI,KKR,KKR,3 wickets,Bengaluru,"Jun 1, 2014",Twenty20
CSK,Kings XI,Kings XI,24 runs,Wankhede,"May 30, 2014",Twenty20
MI,CSK,CSK,7 wickets,Brabourne,"May 28, 2014",Twenty20
KKR,Kings XI,KKR,28 runs,Eden Gardens,"May 27-28, 2014",Twenty20
MI,RR,MI,5 wickets,Wankhede,"May 25, 2014",Twenty20
Kings XI,Daredevils,Kings XI,7 wickets,Mohali,"May 25, 2014",Twenty20
KKR,SRH,KKR,4 wickets,Eden Gardens,"May 24, 2014",Twenty20
RCB,CSK,CSK,8 wickets,Bengaluru,"May 24, 2014",Twenty20
Kings XI,RR,Kings XI,16 runs,Mohali,"May 23, 2014",Twenty20
MI,Daredevils,MI,15 runs,Wankhede,"May 23, 2014",Twenty20
CSK,SRH,SRH,6 wickets,Ranchi,"May 22, 2014",Twenty20
KKR,RCB,KKR,30 runs,Eden Gardens,"May 22, 2014",Twenty20
Kings XI,MI,MI,7 wickets,Mohali,"May 21, 2014",Twenty20
KKR,CSK,KKR,8 wickets,Eden Gardens,"May 20, 2014",Twenty20
SRH,RCB,SRH,7 wickets,Hyderabad,"May 20, 2014",Twenty20
Daredevils,Kings XI,Kings XI,4 wickets,Delhi,"May 19, 2014",Twenty20
RR,MI,MI,25 runs,Ahmedabad,"May 19, 2014",Twenty20
SRH,KKR,KKR,7 wickets,Hyderabad,"May 18, 2014",Twenty20
CSK,RCB,RCB,5 wickets,Ranchi,"May 18, 2014",Twenty20
RR,Daredevils,RR,62 runs,Ahmedabad,"May 15, 2014",Twenty20
KKR,MI,KKR,6 wickets,Cuttack,"May 14, 2014",Twenty20
SRH,Kings XI,Kings XI,6 wickets,Hyderabad,"May 14, 2014",Twenty20
RCB,Daredevils,RCB,16 runs,Bengaluru,"May 13, 2014",Twenty20
CSK,RR,CSK,5 wickets,Ranchi,"May 13, 2014",Twenty20
SRH,MI,MI,7 wickets,Hyderabad,"May 12, 2014",Twenty20
RCB,RR,RR,5 wickets,Bengaluru,"May 11, 2014",Twenty20
Kings XI,KKR,KKR,9 wickets,Cuttack,"May 11, 2014",Twenty20
MI,CSK,CSK,4 wickets,Wankhede,"May 10, 2014",Twenty20
Daredevils,SRH,SRH,8 wickets,Delhi,"May 10, 2014",Twenty20
RCB,Kings XI,Kings XI,32 runs,Bengaluru,"May 9, 2014",Twenty20
RR,SRH,SRH,32 runs,Ahmedabad,"May 8, 2014",Twenty20
Kings XI,CSK,Kings XI,44 runs,Cuttack,"May 7, 2014",Twenty20
Daredevils,KKR,KKR,8 wickets,Delhi,"May 7, 2014",Twenty20
MI,RCB,MI,19 runs,Wankhede,"May 6, 2014",Twenty20
Daredevils,CSK,CSK,8 wickets,Delhi,"May 5, 2014",Twenty20
RR,KKR,RR,10 runs,Ahmedabad,"May 5, 2014",Twenty20
RCB,SRH,RCB,4 wickets,Bengaluru,"May 4, 2014",Twenty20
Daredevils,RR,RR,7 wickets,Delhi,"May 3, 2014",Twenty20
MI,Kings XI,MI,5 wickets,Wankhede,"May 3, 2014",Twenty20
CSK,KKR,CSK,34 runs,Ranchi,"May 2, 2014",Twenty20
MI,SRH,SRH,15 runs,Dubai (DICS),"Apr 30, 2014",Twenty20
KKR,RR,tied,-,Abu Dhabi,"Apr 29, 2014",Twenty20
Kings XI,RCB,Kings XI,5 wickets,Dubai (DICS),"Apr 28, 2014",Twenty20
SRH,CSK,CSK,5 wickets,Sharjah,"Apr 27, 2014",Twenty20
Daredevils,MI,Daredevils,6 wickets,Sharjah,"Apr 27, 2014",Twenty20
KKR,Kings XI,Kings XI,23 runs,Abu Dhabi,"Apr 26, 2014",Twenty20
RR,RCB,RR,6 wickets,Abu Dhabi,"Apr 26, 2014",Twenty20
CSK,MI,CSK,7 wickets,Dubai (DICS),"Apr 25, 2014",Twenty20
SRH,Daredevils,SRH,4 runs,Dubai (DICS),"Apr 25, 2014",Twenty20
RCB,KKR,KKR,2 runs,Sharjah,"Apr 24, 2014",Twenty20
RR,CSK,CSK,7 runs,Dubai (DICS),"Apr 23, 2014",Twenty20
Kings XI,SRH,Kings XI,72 runs,Sharjah,"Apr 22, 2014",Twenty20
CSK,Daredevils,CSK,93 runs,Abu Dhabi,"Apr 21, 2014",Twenty20
RR,Kings XI,Kings XI,7 wickets,Sharjah,"Apr 20, 2014",Twenty20
KKR,Daredevils,Daredevils,4 wickets,Dubai (DICS),"Apr 19, 2014",Twenty20
RCB,MI,RCB,7 wickets,Dubai (DICS),"Apr 19, 2014",Twenty20
SRH,RR,RR,4 wickets,Abu Dhabi,"Apr 18, 2014",Twenty20
CSK,Kings XI,Kings XI,6 wickets,Abu Dhabi,"Apr 18, 2014",Twenty20
Daredevils,RCB,RCB,8 wickets,Sharjah,"Apr 17, 2014",Twenty20
MI,KKR,KKR,41 runs,Abu Dhabi,"Apr 16, 2014",Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
CSK,MI,MI,41 runs,Eden Gardens,"May 24, 2015",Twenty20
CSK,RCB,CSK,3 wickets,Ranchi,"May 22, 2015",Twenty20
RR,RCB,RCB,71 runs,Pune,"May 20, 2015",Twenty20
CSK,MI,MI,25 runs,Wankhede,"May 19, 2015",Twenty20
SRH,MI,MI,9 wickets,Hyderabad,"May 17, 2015",Twenty20
RCB,Daredevils,no result,-,Bengaluru,"May 17, 2015",Twenty20
RR,KKR,RR,9 runs,Brabourne,"May 16, 2015",Twenty20
Kings XI,CSK,CSK,7 wickets,Mohali,"May 16, 2015",Twenty20
SRH,RCB,RCB,6 wickets,Hyderabad,"May 15, 2015",Twenty20
MI,KKR,MI,5 runs,Wankhede,"May 14, 2015",Twenty20
Kings XI,RCB,Kings XI,22 runs,Mohali,"May 13, 2015",Twenty20
Daredevils,CSK,Daredevils,6 wickets,Raipur,"May 12, 2015",Twenty20
SRH,Kings XI,SRH,5 runs,Hyderabad,"May 11, 2015",Twenty20
CSK,RR,CSK,12 runs,Chennai,"May 10, 2015",Twenty20
MI,RCB,RCB,39 runs,Wankhede,"May 10, 2015",Twenty20
Daredevils,SRH,SRH,6 runs,Raipur,"May 9, 2015",Twenty20
KKR,Kings XI,KKR,1 wicket,Eden Gardens,"May 9, 2015",Twenty20
CSK,MI,MI,6 wickets,Chennai,"May 8, 2015",Twenty20
KKR,Daredevils,KKR,13 runs,Eden Gardens,"May 7, 2015",Twenty20
RR,SRH,SRH,7 runs,Brabourne,"May 7, 2015",Twenty20
RCB,Kings XI,RCB,138 runs,Bengaluru,"May 6, 2015",Twenty20
MI,Daredevils,MI,5 wickets,Wankhede,"May 5, 2015",Twenty20
KKR,SRH,KKR,35 runs,Eden Gardens,"May 4, 2015",Twenty20
CSK,RCB,CSK,24 runs,Chennai,"May 4, 2015",Twenty20
RR,Daredevils,RR,14 runs,Brabourne,"May 3, 2015",Twenty20
Kings XI,MI,MI,23 runs,Mohali,"May 3, 2015",Twenty20
SRH,CSK,SRH,22 runs,Hyderabad,"May 2, 2015",Twenty20
RCB,KKR,RCB,7 wickets,Bengaluru,"May 2, 2015",Twenty20
MI,RR,MI,8 runs,Wankhede,"May 1, 2015",Twenty20
Daredevils,Kings XI,Daredevils,9 wickets,Delhi,"May 1, 2015",Twenty20
KKR,CSK,KKR,7 wickets,Eden Gardens,"Apr 30, 2015",Twenty20
RCB,RR,no result,-,Bengaluru,"Apr 29, 2015",Twenty20
CSK,KKR,CSK,2 runs,Chennai,"Apr 28, 2015",Twenty20
Kings XI,SRH,SRH,20 runs,Mohali,"Apr 27, 2015",Twenty20
Daredevils,RCB,RCB,10 wickets,Delhi,"Apr 26, 2015",Twenty20
CSK,Kings XI,CSK,97 runs,Chennai,"Apr 25, 2015",Twenty20
MI,SRH,MI,20 runs,Wankhede,"Apr 25, 2015",Twenty20
RR,RCB,RCB,9 wickets,Ahmedabad,"Apr 24, 2015",Twenty20
Daredevils,MI,Daredevils,37 runs,Delhi,"Apr 23, 2015",Twenty20
RCB,CSK,CSK,27 runs,Bengaluru,"Apr 22, 2015",Twenty20
SRH,KKR,SRH,16 runs,Visakhapatnam,"Apr 22, 2015",Twenty20
RR,Kings XI,tied,-,Ahmedabad,"Apr 21, 2015",Twenty20
Daredevils,KKR,KKR,6 wickets,Delhi,"Apr 20, 2015",Twenty20
RCB,MI,MI,18 runs,Bengaluru,"Apr 19, 2015",Twenty20
RR,CSK,RR,8 wickets,Ahmedabad,"Apr 19, 2015",Twenty20
Kings XI,KKR,KKR,4 wickets,Pune,"Apr 18, 2015",Twenty20
SRH,Daredevils,Daredevils,4 runs,Visakhapatnam,"Apr 18, 2015",Twenty20
MI,CSK,CSK,6 wickets,Wankhede,"Apr 17, 2015",Twenty20
SRH,RR,RR,6 wickets,Visakhapatnam,"Apr 16, 2015",Twenty20
Kings XI,Daredevils,Daredevils,5 wickets,Pune,"Apr 15, 2015",Twenty20
RR,MI,RR,7 wickets,Ahmedabad,"Apr 14, 2015",Twenty20
RCB,SRH,SRH,8 wickets,Bengaluru,"Apr 13, 2015",Twenty20
MI,Kings XI,Kings XI,18 runs,Wankhede,"Apr 12, 2015",Twenty20
Daredevils,RR,RR,3 wickets,Delhi,"Apr 12, 2015",Twenty20
KKR,RCB,RCB,3 wickets,Eden Gardens,"Apr 11, 2015",Twenty20
CSK,SRH,CSK,45 runs,Chennai,"Apr 11, 2015",Twenty20
Kings XI,RR,RR,26 runs,Pune,"Apr 10, 2015",Twenty20
CSK,Daredevils,CSK,1 run,Chennai,"Apr 9, 2015",Twenty20
KKR,MI,KKR,7 wickets,Eden Gardens,"Apr 8, 2015",Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
RCB,SRH,SRH,8 runs,Bengaluru,"May 29, 2016",Twenty20
Guj Lions,SRH,SRH,4 wickets,Delhi,"May 27, 2016",Twenty20
KKR,SRH,SRH,22 runs,Delhi,"May 25, 2016",Twenty20
RCB,Guj Lions,RCB,4 wickets,Bengaluru,"May 24, 2016",Twenty20
Daredevils,RCB,RCB,6 wickets,Raipur,"May 22, 2016",Twenty20
KKR,SRH,KKR,22 runs,Eden Gardens,"May 22, 2016",Twenty20
Guj Lions,MI,Guj Lions,6 wickets,Kanpur,"May 21, 2016",Twenty20
Supergiants,Kings XI,Supergiants,4 wickets,Visakhapatnam,"May 21, 2016",Twenty20
Daredevils,SRH,Daredevils,6 wickets,Raipur,"May 20, 2016",Twenty20
Guj Lions,KKR,Guj Lions,6 wickets,Kanpur,"May 19, 2016",Twenty20
RCB,Kings XI,RCB,82 runs,Bengaluru,"May 18, 2016",Twenty20
Supergiants,Daredevils,Supergiants,19 runs,Visakhapatnam,"May 17, 2016",Twenty20
KKR,RCB,RCB,9 wickets,Eden Gardens,"May 16, 2016",Twenty20
MI,Daredevils,MI,80 runs,Visakhapatnam,"May 15, 2016",Twenty20
Kings XI,SRH,SRH,7 wickets,Mohali,"May 15, 2016",Twenty20
KKR,Supergiants,KKR,8 wickets,Eden Gardens,"May 14, 2016",Twenty20
RCB,Guj Lions,RCB,144 runs,Bengaluru,"May 14, 2016",Twenty20
MI,Kings XI,Kings XI,7 wickets,Visakhapatnam,"May 13, 2016",Twenty20
SRH,Daredevils,Daredevils,7 wickets,Hyderabad,"May 12, 2016",Twenty20
RCB,MI,MI,6 wickets,Bengaluru,"May 11, 2016",Twenty20
Supergiants,SRH,SRH,4 runs,Visakhapatnam,"May 10, 2016",Twenty20
Kings XI,RCB,RCB,1 run,Mohali,"May 9, 2016",Twenty20
KKR,Guj Lions,Guj Lions,5 wickets,Eden Gardens,"May 8, 2016",Twenty20
MI,SRH,SRH,85 runs,Visakhapatnam,"May 8, 2016",Twenty20
Kings XI,Daredevils,Kings XI,9 runs,Mohali,"May 7, 2016",Twenty20
RCB,Supergiants,RCB,7 wickets,Bengaluru,"May 7, 2016",Twenty20
SRH,Guj Lions,SRH,5 wickets,Hyderabad,"May 6, 2016",Twenty20
Daredevils,Supergiants,Supergiants,7 wickets,Delhi,"May 5, 2016",Twenty20
KKR,Kings XI,KKR,7 runs,Eden Gardens,"May 4, 2016",Twenty20
Guj Lions,Daredevils,Daredevils,8 wickets,Rajkot,"May 3, 2016",Twenty20
RCB,KKR,KKR,5 wickets,Bengaluru,"May 2, 2016",Twenty20
Supergiants,MI,MI,8 wickets,Pune,"May 1, 2016",Twenty20
Guj Lions,Kings XI,Kings XI,23 runs,Rajkot,"May 1, 2016",Twenty20
SRH,RCB,SRH,15 runs,Hyderabad,"Apr 30, 2016",Twenty20
Daredevils,KKR,Daredevils,27 runs,Delhi,"Apr 30, 2016",Twenty20
Supergiants,Guj Lions,Guj Lions,3 wickets,Pune,"Apr 29, 2016",Twenty20
MI,KKR,MI,6 wickets,Wankhede,"Apr 28, 2016",Twenty20
Daredevils,Guj Lions,Guj Lions,1 run,Delhi,"Apr 27, 2016",Twenty20
SRH,Supergiants,Supergiants,34 runs,Hyderabad,"Apr 26, 2016",Twenty20
Kings XI,MI,MI,25 runs,Mohali,"Apr 25, 2016",Twenty20
Supergiants,KKR,KKR,2 wickets,Pune,"Apr 24, 2016",Twenty20
Guj Lions,RCB,Guj Lions,6 wickets,Rajkot,"Apr 24, 2016",Twenty20
SRH,Kings XI,SRH,5 wickets,Hyderabad,"Apr 23, 2016",Twenty20
Daredevils,MI,Daredevils,10 runs,Delhi,"Apr 23, 2016",Twenty20
Supergiants,RCB,RCB,13 runs,Pune,"Apr 22, 2016",Twenty20
Guj Lions,SRH,SRH,10 wickets,Rajkot,"Apr 21, 2016",Twenty20
MI,RCB,MI,6 wickets,Wankhede,"Apr 20, 2016",Twenty20
Kings XI,KKR,KKR,6 wickets,Mohali,"Apr 19, 2016",Twenty20
SRH,MI,SRH,7 wickets,Hyderabad,"Apr 18, 2016",Twenty20
RCB,Daredevils,Daredevils,7 wickets,Bengaluru,"Apr 17, 2016",Twenty20
Kings XI,Supergiants,Kings XI,6 wickets,Mohali,"Apr 17, 2016",Twenty20
MI,Guj Lions,Guj Lions,3 wickets,Wankhede,"Apr 16, 2016",Twenty20
SRH,KKR,KKR,8 wickets,Hyderabad,"Apr 16, 2016",Twenty20
Daredevils,Kings XI,Daredevils,8 wickets,Delhi,"Apr 15, 2016",Twenty20
Guj Lions,Supergiants,Guj Lions,7 wickets,Rajkot,"Apr 14, 2016",Twenty20
KKR,MI,MI,6 wickets,Eden Gardens,"Apr 13, 2016",Twenty20
RCB,SRH,RCB,45 runs,Bengaluru,"Apr 12, 2016",Twenty20
Kings XI,Guj Lions,Guj Lions,5 wickets,Mohali,"Apr 11, 2016",Twenty20
KKR,Daredevils,KKR,9 wickets,Eden Gardens,"Apr 10, 2016",Twenty20
MI,Supergiants,Supergiants,9 wickets,Wankhede,"Apr 9, 2016",Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
MI,Supergiant,MI,1 run,Hyderabad,"May 21, 2017",Twenty20
KKR,MI,MI,6 wickets,Bengaluru,"May 19, 2017",Twenty20
KKR,SRH,KKR,7 wickets,Bengaluru,"May 17, 2017",Twenty20
MI,Supergiant,Supergiant,20 runs,Wankhede,"May 16, 2017",Twenty20
Daredevils,RCB,RCB,10 runs,Delhi,"May 14, 2017",Twenty20
Supergiant,Kings XI,Supergiant,9 wickets,Pune,"May 14, 2017",Twenty20
KKR,MI,MI,9 runs,Eden Gardens,"May 13, 2017",Twenty20
Guj Lions,SRH,SRH,8 wickets,Kanpur,"May 13, 2017",Twenty20
Daredevils,Supergiant,Daredevils,7 runs,Delhi,"May 12, 2017",Twenty20
MI,Kings XI,Kings XI,7 runs,Wankhede,"May 11, 2017",Twenty20
Guj Lions,Daredevils,Daredevils,2 wickets,Kanpur,"May 10, 2017",Twenty20
Kings XI,KKR,Kings XI,14 runs,Mohali,"May 9, 2017",Twenty20
SRH,MI,SRH,7 wickets,Hyderabad,"May 8, 2017",Twenty20
Kings XI,Guj Lions,Guj Lions,6 wickets,Mohali,"May 7, 2017",Twenty20
RCB,KKR,KKR,6 wickets,Bengaluru,"May 7, 2017",Twenty20
Daredevils,MI,MI,146 runs,Delhi,"May 6, 2017",Twenty20
SRH,Supergiant,Supergiant,12 runs,Hyderabad,"May 6, 2017",Twenty20
RCB,Kings XI,Kings XI,19 runs,Bengaluru,"May 5, 2017",Twenty20
Daredevils,Guj Lions,Daredevils,7 wickets,Delhi,"May 4, 2017",Twenty20
KKR,Supergiant,Supergiant,4 wickets,Eden Gardens,"May 3, 2017",Twenty20
Daredevils,SRH,Daredevils,6 wickets,Delhi,"May 2, 2017",Twenty20
Supergiant,Guj Lions,Supergiant,5 wickets,Pune,"May 1, 2017",Twenty20
MI,RCB,MI,5 wickets,Wankhede,"May 1, 2017",Twenty20
SRH,KKR,SRH,48 runs,Hyderabad,"Apr 30, 2017",Twenty20
Kings XI,Daredevils,Kings XI,10 wickets,Mohali,"Apr 30, 2017",Twenty20
Guj Lions,MI,tied,-,Rajkot,"Apr 29, 2017",Twenty20
Supergiant,RCB,Supergiant,61 runs,Pune,"Apr 29, 2017",Twenty20
Kings XI,SRH,SRH,26 runs,Mohali,"Apr 28, 2017",Twenty20
KKR,Daredevils,KKR,7 wickets,Eden Gardens,"Apr 28, 2017",Twenty20
RCB,Guj Lions,Guj Lions,7 wickets,Bengaluru,"Apr 27, 2017",Twenty20
Supergiant,KKR,KKR,7 wickets,Pune,"Apr 26, 2017",Twenty20
MI,Supergiant,Supergiant,3 runs,Wankhede,"Apr 24, 2017",Twenty20
KKR,RCB,KKR,82 runs,Eden Gardens,"Apr 23, 2017",Twenty20
Guj Lions,Kings XI,Kings XI,26 runs,Rajkot,"Apr 23, 2017",Twenty20
MI,Daredevils,MI,14 runs,Wankhede,"Apr 22, 2017",Twenty20
Supergiant,SRH,Supergiant,6 wickets,Pune,"Apr 22, 2017",Twenty20
KKR,Guj Lions,Guj Lions,4 wickets,Eden Gardens,"Apr 21, 2017",Twenty20
Kings XI,MI,MI,8 wickets,Indore,"Apr 20, 2017",Twenty20
SRH,Daredevils,SRH,15 runs,Hyderabad,"Apr 19, 2017",Twenty20
Guj Lions,RCB,RCB,21 runs,Rajkot,"Apr 18, 2017",Twenty20
SRH,Kings XI,SRH,5 runs,Hyderabad,"Apr 17, 2017",Twenty20
Daredevils,KKR,KKR,4 wickets,Delhi,"Apr 17, 2017",Twenty20
RCB,Supergiant,Supergiant,27 runs,Bengaluru,"Apr 16, 2017",Twenty20
MI,Guj Lions,MI,6 wickets,Wankhede,"Apr 16, 2017",Twenty20
Daredevils,Kings XI,Daredevils,51 runs,Delhi,"Apr 15, 2017",Twenty20
KKR,SRH,KKR,17 runs,Eden Gardens,"Apr 15, 2017",Twenty20
Guj Lions,Supergiant,Guj Lions,7 wickets,Rajkot,"Apr 14, 2017",Twenty20
RCB,MI,MI,4 wickets,Bengaluru,"Apr 14, 2017",Twenty20
KKR,Kings XI,KKR,8 wickets,Eden Gardens,"Apr 13, 2017",Twenty20
MI,SRH,MI,4 wickets,Wankhede,"Apr 12, 2017",Twenty20
Supergiant,Daredevils,Daredevils,97 runs,Pune,"Apr 11, 2017",Twenty20
Kings XI,RCB,Kings XI,8 wickets,Indore,"Apr 10, 2017",Twenty20
MI,KKR,MI,4 wickets,Wankhede,"Apr 9, 2017",Twenty20
SRH,Guj Lions,SRH,9 wickets,Hyderabad,"Apr 9, 2017",Twenty20
RCB,Daredevils,RCB,15 runs,Bengaluru,"Apr 8, 2017",Twenty20
Kings XI,Supergiant,Kings XI,6 wickets,Indore,"Apr 8, 2017",Twenty20
Guj Lions,KKR,KKR,10 wickets,Rajkot,"Apr 7, 2017",Twenty20
Supergiant,MI,Supergiant,7 wickets,Pune,"Apr 6, 2017",Twenty20
SRH,RCB,SRH,35 runs,Hyderabad,"Apr 5, 2017",Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
CSK,SRH,CSK,8 wickets,Wankhede,"May 27, 2018",Twenty20
KKR,SRH,SRH,14 runs,Eden Gardens,"May 25, 2018",Twenty20
KKR,RR,KKR,25 runs,Eden Gardens,"May 23, 2018",Twenty20
CSK,SRH,CSK,2 wickets,Wankhede,"May 22, 2018",Twenty20
CSK,Kings XI,CSK,5 wickets,Pune,"May 20, 2018",Twenty20
Daredevils,MI,Daredevils,11 runs,Delhi,"May 20, 2018",Twenty20
SRH,KKR,KKR,5 wickets,Hyderabad,"May 19, 2018",Twenty20
RR,RCB,RR,30 runs,Jaipur,"May 19, 2018",Twenty20
Daredevils,CSK,Daredevils,34 runs,Delhi,"May 18, 2018",Twenty20
RCB,SRH,RCB,14 runs,Bengaluru,"May 17, 2018",Twenty20
MI,Kings XI,MI,3 runs,Wankhede,"May 16, 2018",Twenty20
KKR,RR,KKR,6 wickets,Eden Gardens,"May 15, 2018",Twenty20
Kings XI,RCB,RCB,10 wickets,Indore,"May 14, 2018",Twenty20
MI,RR,RR,7 wickets,Wankhede,"May 13, 2018",Twenty20
CSK,SRH,CSK,8 wickets,Pune,"May 13, 2018",Twenty20
Daredevils,RCB,RCB,5 wickets,Delhi,"May 12, 2018",Twenty20
Kings XI,KKR,KKR,31 runs,Indore,"May 12, 2018",Twenty20
RR,CSK,RR,4 wickets,Jaipur,"May 11, 2018",Twenty20
Daredevils,SRH,SRH,9 wickets,Delhi,"May 10, 2018",Twenty20
KKR,MI,MI,102 runs,Eden Gardens,"May 9, 2018",Twenty20
RR,Kings XI,RR,15 runs,Jaipur,"May 8, 2018",Twenty20
SRH,RCB,SRH,5 runs,Hyderabad,"May 7, 2018",Twenty20
Kings XI,RR,Kings XI,6 wickets,Indore,"May 6, 2018",Twenty20
MI,KKR,MI,13 runs,Wankhede,"May 6, 2018",Twenty20
SRH,Daredevils,SRH,7 wickets,Hyderabad,"May 5, 2018",Twenty20
CSK,RCB,CSK,6 wickets,Pune,"May 5, 2018",Twenty20
Kings XI,MI,MI,6 wickets,Indore,"May 4, 2018",Twenty20
KKR,CSK,KKR,6 wickets,Eden Gardens,"May 3, 2018",Twenty20
Daredevils,RR,Daredevils,4 runs,Delhi,"May 2, 2018",Twenty20
RCB,MI,RCB,14 runs,Bengaluru,"May 1, 2018",Twenty20
CSK,Daredevils,CSK,13 runs,Pune,"Apr 30, 2018",Twenty20
RCB,KKR,KKR,6 wickets,Bengaluru,"Apr 29, 2018",Twenty20
RR,SRH,SRH,11 runs,Jaipur,"Apr 29, 2018",Twenty20
CSK,MI,MI,8 wickets,Pune,"Apr 28, 2018",Twenty20
Daredevils,KKR,Daredevils,55 runs,Delhi,"Apr 27, 2018",Twenty20
SRH,Kings XI,SRH,13 runs,Hyderabad,"Apr 26, 2018",Twenty20
RCB,CSK,CSK,5 wickets,Bengaluru,"Apr 25, 2018",Twenty20
